order_id,order_date_key,order_date,promised_date,shipped_date,product_key,channel_key,region_key,ordered_qty,shipped_qty,unit_price,gross_sales,discount_amount,net_sales,unit_cost,cogs,gross_profit,delivery_days,on_time_flag,full_fill_flag,order_status,payment_term_days
SO00161,202408,2024-08-14,2024-08-26,2024-08-26,101,1,1,25,25,2707.52,67688.0,0.0,67688.0,1845.13,46128.33,21559.67,12,1,1,Completed,0
SO00162,202408,2024-08-18,2024-08-28,2024-08-28,102,3,1,49,49,2591.65,139550.55,12559.55,126991.0,1877.4,91992.82,34998.18,10,1,1,Completed,30
SO00163,202408,2024-08-05,2024-08-14,2024-08-14,101,1,4,22,22,2738.86,60255.0,0.0,60255.0,1867.22,41078.84,19176.16,9,1,1,Completed,0
SO00164,202408,2024-08-14,2024-08-23,2024-08-27,101,3,2,52,52,2850.65,162894.51,14660.51,148234.0,1837.62,95556.17,52677.83,13,0,1,Completed,30
SO00165,202408,2024-08-04,2024-08-12,2024-08-12,102,3,4,49,49,2674.63,144018.68,12961.68,131057.0,2209.29,108255.03,22801.97,8,1,1,Completed,30
SO00166,202408,2024-08-17,2024-08-26,2024-08-26,101,1,2,62,62,2922.9,181220.0,0.0,181220.0,1814.27,112485.04,68734.96,9,1,1,Completed,0
SO00167,202408,2024-08-03,2024-08-14,2024-08-14,102,3,3,22,22,2587.55,62556.04,5630.04,56926.0,1922.15,42287.24,14638.76,11,1,1,Completed,30
SO00168,202408,2024-08-22,2024-09-01,2024-09-01,102,3,1,65,65,2721.54,194395.6,17495.6,176900.0,2205.53,143359.37,33540.63,10,1,1,Completed,30
SO00169,202408,2024-08-23,2024-09-02,2024-09-02,101,2,2,36,36,2771.78,102870.1,3086.1,99784.0,1834.19,66030.72,33753.28,10,1,1,Completed,15
SO00170,202409,2024-09-04,2024-09-16,2024-09-16,102,3,1,50,50,2579.9,141752.75,12757.75,128995.0,1808.05,90402.35,38592.65,12,1,1,Completed,30
SO00171,202409,2024-09-13,2024-09-20,2024-09-20,101,3,2,38,38,2753.74,114991.21,10349.21,104642.0,1872.37,71150.16,33491.84,7,1,1,Completed,30
SO00172,202409,2024-09-07,2024-09-13,2024-09-13,101,1,2,58,58,2621.88,152069.0,0.0,152069.0,1812.34,105115.72,46953.28,6,1,1,Completed,0
SO00173,202409,2024-09-21,2024-09-27,2024-09-27,102,3,3,45,45,2625.96,129854.95,11686.95,118168.0,1871.75,84228.62,33939.38,6,1,1,Completed,30
SO00174,202409,2024-09-09,2024-09-15,2024-09-15,101,3,2,38,38,2787.32,116393.41,10475.41,105918.0,1844.79,70102.01,35815.99,6,1,1,Completed,30
SO00175,202409,2024-09-05,2024-09-14,2024-09-14,101,2,4,58,58,2784.12,166473.2,4994.2,161479.0,1836.25,106502.31,54976.69,9,1,1,Completed,15
SO00176,202409,2024-09-03,2024-09-14,2024-09-14,101,3,1,48,48,2897.69,152845.05,13756.05,139089.0,1822.39,87474.61,51614.39,11,1,1,Completed,30
SO00177,202409,2024-09-18,2024-09-24,2024-09-24,101,1,1,61,61,2848.21,173741.0,0.0,173741.0,1819.32,110978.47,62762.53,6,1,1,Completed,0
SO00178,202409,2024-09-17,2024-09-27,2024-09-27,101,2,4,31,31,2662.13,85078.35,2552.35,82526.0,1812.74,56195.08,26330.92,10,1,1,Completed,15
SO00179,202409,2024-09-05,2024-09-11,2024-09-11,102,2,1,42,42,2887.6,125029.9,3750.9,121279.0,2235.46,93889.31,27389.69,6,1,1,Completed,15
SO00180,202409,2024-09-14,2024-09-22,2024-09-22,101,3,3,37,37,2771.57,112690.11,10142.11,102548.0,1817.99,67265.51,35282.49,8,1,1,Completed,30
SO00181,202409,2024-09-21,2024-10-03,2024-10-03,102,3,1,24,24,2837.54,74836.26,6735.26,68101.0,2258.35,54200.36,13900.64,12,1,1,Completed,30
SO00182,202409,2024-09-12,2024-09-18,2024-09-18,101,3,4,33,33,2843.36,103110.99,9279.99,93831.0,1843.99,60851.51,32979.49,6,1,1,Completed,30
SO00183,202409,2024-09-20,2024-09-27,2024-09-27,101,3,1,36,36,2673.42,105761.54,9518.54,96243.0,1862.96,67066.48,29176.52,7,1,1,Completed,30
SO00184,202410,2024-10-13,2024-10-23,2024-10-23,101,2,3,48,48,2949.9,145974.23,4379.23,141595.0,1804.45,86613.76,54981.24,10,1,1,Completed,15
SO00185,202410,2024-10-14,2024-10-22,2024-10-22,101,2,4,60,60,2647.7,163775.26,4913.26,158862.0,1818.04,109082.69,49779.31,8,1,1,Completed,15
SO00186,202410,2024-10-08,2024-10-19,2024-10-19,101,3,1,37,37,2695.16,109583.52,9862.52,99721.0,1861.09,68860.35,30860.65,11,1,1,Completed,30
SO00187,202410,2024-10-14,2024-10-20,2024-10-20,101,3,4,44,44,2708.73,130971.43,11787.43,119184.0,1832.02,80608.88,38575.12,6,1,1,Completed,30
SO00188,202410,2024-10-23,2024-11-01,2024-11-01,102,3,2,28,28,2656.64,81742.86,7356.86,74386.0,2234.03,62552.75,11833.25,9,1,1,Completed,30
SO00189,202410,2024-10-06,2024-10-16,2024-10-16,101,1,2,42,42,2724.38,114424.0,0.0,114424.0,1840.17,77287.31,37136.69,10,1,1,Completed,0
SO00190,202410,2024-10-19,2024-10-27,2024-10-27,102,1,3,42,42,2695.31,113203.0,0.0,113203.0,2231.98,93743.22,19459.78,8,1,1,Completed,0
SO00191,202410,2024-10-18,2024-10-26,2024-10-26,102,3,1,58,58,2892.03,184327.47,16589.47,167738.0,2251.22,130570.79,37167.21,8,1,1,Completed,30
SO00192,202410,2024-10-11,2024-10-20,2024-10-20,102,2,3,26,26,2726.0,73068.04,2192.04,70876.0,2220.9,57743.28,13132.72,9,1,1,Completed,15
SO00193,202411,2024-11-09,2024-11-17,2024-11-17,101,2,2,64,64,2828.92,186650.52,5599.52,181051.0,1795.71,114925.63,66125.37,8,1,1,Completed,15
SO00194,202411,2024-11-23,2024-12-03,2024-12-03,102,1,3,44,44,2638.43,116091.0,0.0,116091.0,2244.3,98749.0,17342.0,10,1,1,Completed,0
SO00195,202411,2024-11-16,2024-11-27,2024-11-29,102,1,3,36,36,2834.06,102026.0,0.0,102026.0,2269.65,81707.29,20318.71,13,0,1,Completed,0
SO00196,202411,2024-11-17,2024-11-25,2024-11-25,102,1,1,26,26,2626.23,68282.0,0.0,68282.0,1762.7,45830.14,22451.86,8,1,1,Completed,0
SO00197,202411,2024-11-17,2024-11-26,2024-11-26,101,2,4,30,30,2898.8,89653.61,2689.61,86964.0,1819.77,54593.1,32370.9,9,1,1,Completed,15
SO00198,202411,2024-11-21,2024-12-02,2024-12-02,101,2,1,35,35,2878.66,103869.07,3116.07,100753.0,1802.37,63082.9,37670.1,11,1,1,Completed,15
SO00199,202411,2024-11-11,2024-11-17,2024-11-20,101,3,2,57,57,2767.49,173348.35,15601.35,157747.0,1810.21,103182.08,54564.92,9,0,1,Completed,30
SO00200,202411,2024-11-24,2024-12-06,2024-12-06,101,1,2,58,58,2759.38,160044.0,0.0,160044.0,1836.62,106524.16,53519.84,12,1,1,Completed,0
SO00201,202411,2024-11-09,2024-11-19,2024-11-19,101,2,1,36,36,2584.33,95913.4,2877.4,93036.0,1832.38,65965.67,27070.33,10,1,1,Completed,15
SO00202,202411,2024-11-15,2024-11-26,2024-11-26,102,3,1,28,28,2651.11,81572.53,7341.53,74231.0,2243.41,62815.46,11415.54,11,1,1,Completed,30
SO00203,202412,2024-12-15,2024-12-27,2025-01-01,101,3,4,31,31,2887.65,98370.33,8853.33,89517.0,1871.08,58003.43,31513.57,17,0,1,Completed,30
SO00204,202412,2024-12-06,2024-12-16,2024-12-16,102,2,2,37,37,2670.11,101849.48,3055.48,98794.0,2220.82,82170.38,16623.62,10,1,1,Completed,15
SO00205,202412,2024-12-16,2024-12-28,2024-12-28,101,1,1,21,21,2742.19,57586.0,0.0,57586.0,1867.93,39226.48,18359.52,12,1,1,Completed,0
SO00206,202412,2024-12-09,2024-12-19,2024-12-19,101,3,3,47,47,2807.53,145004.4,13050.4,131954.0,1873.91,88073.98,43880.02,10,1,1,Completed,30
SO00207,202412,2024-12-04,2024-12-15,2024-12-15,101,3,3,25,25,2789.4,76631.87,6896.87,69735.0,1808.89,45222.31,24512.69,11,1,1,Completed,30
SO00208,202412,2024-12-24,2025-01-04,2025-01-04,101,1,1,49,49,2729.37,133739.0,0.0,133739.0,1817.72,89068.44,44670.56,11,1,1,Completed,0
SO00209,202412,2024-12-22,2025-01-03,2025-01-03,102,1,2,45,45,2631.31,118409.0,0.0,118409.0,2235.97,100618.72,17790.28,12,1,1,Completed,0
SO00210,202412,2024-12-19,2024-12-26,2024-12-26,101,3,1,49,49,2720.06,146464.84,13181.84,133283.0,1834.08,89869.96,43413.04,7,1,1,Completed,30
SO00211,202412,2024-12-07,2024-12-15,2024-12-15,102,3,1,53,53,2865.04,166864.84,15017.84,151847.0,2268.02,120205.05,31641.95,8,1,1,Completed,30
SO00212,202412,2024-12-04,2024-12-16,2024-12-19,102,3,1,42,42,2645.26,122089.01,10988.01,111101.0,2249.5,94479.03,16621.97,15,0,1,Completed,30
SO00213,202412,2024-12-20,2024-12-31,2024-12-31,101,3,2,45,45,2582.4,127701.1,11493.1,116208.0,1839.91,82796.12,33411.88,11,1,1,Completed,30
SO00214,202412,2024-12-03,2024-12-12,2024-12-12,101,3,4,52,52,2850.25,162871.43,14658.43,148213.0,1869.32,97204.58,51008.42,9,1,1,Completed,30
SO00215,202412,2024-12-13,2024-12-19,2024-12-19,101,3,4,40,40,2860.0,125714.29,11314.29,114400.0,1862.05,74482.0,39918.0,6,1,1,Completed,30
SO00216,202501,2025-01-12,2025-01-24,2025-01-24,101,1,1,50,50,2620.68,131034.0,0.0,131034.0,1849.5,92475.05,38558.95,12,1,1,Completed,0
SO00217,202501,2025-01-24,2025-01-31,2025-01-31,101,1,2,43,43,2612.58,112341.0,0.0,112341.0,1822.51,78368.07,33972.93,7,1,1,Completed,0
SO00218,202501,2025-01-11,2025-01-23,2025-01-23,102,3,1,60,60,2672.72,176223.08,15860.08,160363.0,2227.4,133644.15,26718.85,12,1,1,Completed,30
SO00219,202501,2025-01-18,2025-01-30,2025-01-30,102,3,1,44,44,2842.07,137418.68,12367.68,125051.0,2198.76,96745.29,28305.71,12,1,1,Completed,30
SO00220,202501,2025-01-14,2025-01-22,2025-01-22,101,3,4,27,27,2620.81,77760.44,6998.44,70762.0,1816.02,49032.67,21729.33,8,1,1,Completed,30
SO00221,202501,2025-01-15,2025-01-22,2025-01-22,102,2,3,62,62,2751.73,175883.51,5276.51,170607.0,2226.63,138051.26,32555.74,7,1,1,Completed,15
SO00222,202501,2025-01-07,2025-01-18,2025-01-22,102,3,4,30,30,2607.27,85953.85,7735.85,78218.0,1770.49,53114.69,25103.31,15,0,1,Completed,30
SO00223,202501,2025-01-09,2025-01-21,2025-01-24,101,1,1,37,37,2894.16,107084.0,0.0,107084.0,1867.68,69104.12,37979.88,15,0,1,Completed,0
SO00224,202501,2025-01-10,2025-01-22,2025-01-22,101,3,2,33,33,2928.88,106212.09,9559.09,96653.0,1865.35,61556.55,35096.45,12,1,1,Completed,30
SO00225,202501,2025-01-15,2025-01-27,2025-01-27,101,2,1,31,31,2692.84,86059.79,2581.79,83478.0,1800.97,55830.04,27647.96,12,1,1,Completed,15
SO00226,202501,2025-01-22,2025-02-02,2025-02-02,102,3,3,52,52,2670.0,152571.43,13731.43,138840.0,2223.58,115626.36,23213.64,11,1,1,Completed,30
SO00227,202501,2025-01-12,2025-01-18,2025-01-18,101,2,4,45,45,2912.42,135112.37,4053.37,131059.0,1817.12,81770.38,49288.62,6,1,1,Completed,15
SO00228,202501,2025-01-08,2025-01-14,2025-01-14,101,1,3,49,49,2902.08,142202.0,0.0,142202.0,1853.18,90805.61,51396.39,6,1,1,Completed,0
SO00229,202502,2025-02-12,2025-02-23,2025-02-23,101,3,2,44,44,2700.27,130562.64,11750.64,118812.0,1823.96,80254.29,38557.71,11,1,1,Completed,30
SO00230,202502,2025-02-24,2025-03-02,2025-03-02,101,1,1,24,24,2677.83,64268.0,0.0,64268.0,1852.9,44469.51,19798.49,6,1,1,Completed,0
SO00231,202502,2025-02-13,2025-02-23,2025-02-23,101,3,2,48,48,2591.21,136679.12,12301.12,124378.0,1811.03,86929.42,37448.58,10,1,1,Completed,30
SO00232,202502,2025-02-19,2025-02-25,2025-02-25,102,1,1,62,62,2772.79,171913.0,0.0,171913.0,2229.34,138218.97,33694.03,6,1,1,Completed,0
SO00233,202502,2025-02-09,2025-02-19,2025-02-19,102,2,1,52,52,2760.81,148002.06,4440.06,143562.0,2244.48,116713.02,26848.98,10,1,1,Completed,15
SO00234,202502,2025-02-20,2025-03-01,2025-03-01,101,1,3,27,27,2742.44,74046.0,0.0,74046.0,1846.3,49849.99,24196.01,9,1,1,Completed,0
SO00235,202502,2025-02-19,2025-02-25,2025-02-25,102,1,3,61,61,2808.67,171329.0,0.0,171329.0,2204.82,134494.24,36834.76,6,1,1,Completed,0
SO00236,202502,2025-02-06,2025-02-15,2025-02-15,101,3,3,31,31,2808.1,95660.44,8609.44,87051.0,1801.67,55851.69,31199.31,9,1,1,Completed,30
SO00237,202502,2025-02-07,2025-02-17,2025-02-17,102,1,1,30,30,2784.17,83525.0,0.0,83525.0,2281.15,68434.6,15090.4,10,1,1,Completed,0
SO00238,202502,2025-02-24,2025-03-08,2025-03-08,102,1,3,39,39,2750.36,107264.0,0.0,107264.0,2231.2,87016.76,20247.24,12,1,1,Completed,0
SO00239,202502,2025-02-24,2025-03-07,2025-03-11,102,3,2,35,35,2707.4,104130.77,9371.77,94759.0,2276.85,79689.73,15069.27,15,0,1,Completed,30
SO00240,202502,2025-02-21,2025-03-01,2025-03-01,101,2,3,23,23,2702.35,64076.29,1922.29,62154.0,1824.09,41954.06,20199.94,8,1,1,Completed,15
SO00241,202502,2025-02-05,2025-02-15,2025-02-15,101,3,1,56,56,2788.66,171609.89,15444.89,156165.0,1853.86,103816.09,52348.91,10,1,1,Completed,30
SO00242,202502,2025-02-17,2025-03-01,2025-03-01,101,3,2,59,59,2825.68,183203.3,16488.3,166715.0,1852.49,109297.03,57417.97,12,1,1,Completed,30
SO00243,202502,2025-02-06,2025-02-13,2025-02-13,102,2,3,36,36,2700.33,100218.56,3006.56,97212.0,2218.49,79865.49,17346.51,7,1,1,Completed,15
SO00244,202502,2025-02-18,2025-02-24,2025-02-24,101,2,3,24,24,2842.83,70338.14,2110.14,68228.0,1863.0,44711.97,23516.03,6,1,1,Completed,15
SO00245,202503,2025-03-08,2025-03-15,2025-03-15,102,3,1,29,29,2927.17,93283.52,8395.52,84888.0,2223.4,64478.54,20409.46,7,1,1,Completed,30
SO00246,202503,2025-03-10,2025-03-18,2025-03-18,101,3,3,48,48,2889.5,152413.19,13717.19,138696.0,1828.75,87779.97,50916.03,8,1,1,Completed,30
SO00247,202503,2025-03-09,2025-03-20,2025-03-20,102,3,2,57,57,2692.49,168650.55,15178.55,153472.0,2279.66,129940.54,23531.46,11,1,1,Completed,30
SO00248,202503,2025-03-24,2025-04-03,2025-04-08,102,1,1,26,26,2907.04,75583.0,0.0,75583.0,2251.85,58548.16,17034.84,15,0,1,Completed,0
SO00249,202503,2025-03-11,2025-03-22,2025-03-22,101,2,1,52,52,2632.5,141123.71,4233.71,136890.0,1841.1,95737.42,41152.58,11,1,1,Completed,15
SO00250,202503,2025-03-05,2025-03-11,2025-03-11,101,3,2,58,58,2592.41,165230.77,14870.77,150360.0,1839.62,106697.69,43662.31,6,1,1,Completed,30
SO00251,202503,2025-03-18,2025-03-30,2025-03-30,101,1,2,47,47,2821.66,132618.0,0.0,132618.0,1816.17,85359.84,47258.16,12,1,1,Completed,0
SO00252,202503,2025-03-15,2025-03-24,2025-03-24,102,3,1,54,54,2562.43,152056.04,13685.04,138371.0,1884.93,101786.47,36584.53,9,1,1,Completed,30
SO00253,202503,2025-03-24,2025-04-05,2025-04-07,102,3,4,40,40,2802.15,123171.43,11085.43,112086.0,2241.6,89664.06,22421.94,14,0,1,Completed,30
SO00254,202503,2025-03-23,2025-04-02,2025-04-02,101,2,2,57,57,2847.47,167325.77,5019.77,162306.0,1835.74,104637.11,57668.89,10,1,1,Completed,15
SO00255,202503,2025-03-16,2025-03-22,2025-03-22,102,3,2,42,42,2858.76,131942.86,11874.86,120068.0,2201.45,92460.84,27607.16,6,1,1,Completed,30
SO00256,202503,2025-03-22,2025-04-01,2025-04-01,101,1,4,39,39,2693.26,105037.0,0.0,105037.0,1852.14,72233.56,32803.44,10,1,1,Completed,0
SO00257,202503,2025-03-17,2025-03-25,2025-03-25,101,1,3,46,46,2871.26,132078.0,0.0,132078.0,1827.61,84070.1,48007.9,8,1,1,Completed,0
SO00258,202503,2025-03-03,2025-03-09,2025-03-09,102,3,1,48,48,2575.02,135825.27,12224.27,123601.0,1747.16,83863.54,39737.46,6,1,1,Completed,30
SO00259,202503,2025-03-18,2025-03-30,2025-03-30,101,3,1,30,30,2836.77,93519.78,8416.78,85103.0,1812.36,54370.88,30732.12,12,1,1,Completed,30
SO00260,202503,2025-03-24,2025-03-30,2025-03-30,101,2,4,36,36,2657.19,98617.53,2958.53,95659.0,1873.2,67435.17,28223.83,6,1,1,Completed,15
SO00261,202503,2025-03-10,2025-03-20,2025-03-20,101,3,3,27,27,2775.19,82340.66,7410.66,74930.0,1852.4,50014.8,24915.2,10,1,1,Completed,30
SO00262,202503,2025-03-08,2025-03-17,2025-03-17,101,3,3,29,29,2910.14,92740.66,8346.66,84394.0,1847.52,53577.94,30816.06,9,1,1,Completed,30
SO00263,202503,2025-03-08,2025-03-16,2025-03-16,102,3,2,25,25,2691.48,73941.76,6654.76,67287.0,2265.53,56638.32,10648.68,8,1,1,Completed,30
SO00264,202504,2025-04-21,2025-04-28,2025-04-28,101,1,1,47,47,2750.79,129287.0,0.0,129287.0,1826.73,85856.15,43430.85,7,1,1,Completed,0
SO00265,202504,2025-04-12,2025-04-22,2025-04-22,101,1,2,29,29,2624.59,76113.0,0.0,76113.0,1805.63,52363.26,23749.74,10,1,1,Completed,0
SO00266,202504,2025-04-05,2025-04-17,2025-04-17,102,3,3,35,35,2711.69,104295.6,9386.6,94909.0,2248.84,78709.44,16199.56,12,1,1,Completed,30
SO00267,202504,2025-04-12,2025-04-22,2025-04-22,101,3,2,22,22,2596.23,62765.93,5648.93,57117.0,1818.78,40013.15,17103.85,10,1,1,Completed,30
SO00268,202504,2025-04-10,2025-04-21,2025-04-21,101,2,2,45,45,2940.13,136397.94,4091.94,132306.0,1820.28,81912.38,50393.62,11,1,1,Completed,15
SO00269,202504,2025-04-12,2025-04-18,2025-04-18,102,2,3,45,45,2808.96,130312.37,3909.37,126403.0,2246.93,101111.63,25291.37,6,1,1,Completed,15
SO00270,202504,2025-04-13,2025-04-20,2025-04-20,101,1,1,60,60,2840.52,170431.0,0.0,170431.0,1851.2,111072.2,59358.8,7,1,1,Completed,0
SO00271,202504,2025-04-23,2025-05-03,2025-05-07,102,2,2,34,34,2745.5,96234.02,2887.02,93347.0,2254.65,76657.95,16689.05,14,0,1,Completed,15
SO00272,202504,2025-04-10,2025-04-17,2025-04-17,102,3,3,58,58,2581.24,164518.68,14806.68,149712.0,2215.12,128476.98,21235.02,7,1,1,Completed,30
SO00273,202504,2025-04-03,2025-04-09,2025-04-09,101,3,2,62,62,2742.32,186839.56,16815.56,170024.0,1836.02,113833.16,56190.84,6,1,1,Completed,30
SO00274,202504,2025-04-22,2025-04-30,2025-04-30,101,1,2,38,38,2856.87,108561.0,0.0,108561.0,1794.02,68172.73,40388.27,8,1,1,Completed,0
SO00275,202504,2025-04-21,2025-05-03,2025-05-03,101,3,2,24,24,2778.29,73273.63,6594.63,66679.0,1798.25,43157.9,23521.1,12,1,1,Completed,30
SO00276,202504,2025-04-03,2025-04-11,2025-04-11,101,1,2,54,54,2632.54,142157.0,0.0,142157.0,1859.84,100431.52,41725.48,8,1,1,Completed,0
SO00277,202504,2025-04-06,2025-04-18,2025-04-18,101,2,1,38,38,2946.97,115448.45,3463.45,111985.0,1845.51,70129.36,41855.64,12,1,1,Completed,15
SO00278,202504,2025-04-16,2025-04-23,2025-04-23,101,1,4,26,26,2695.15,70074.0,0.0,70074.0,1864.47,48476.33,21597.67,7,1,1,Completed,0
SO00279,202504,2025-04-22,2025-05-03,2025-05-03,102,3,2,23,23,2656.57,67143.96,6042.96,61101.0,2281.81,52481.52,8619.48,11,1,1,Completed,30
SO00280,202504,2025-04-18,2025-04-29,2025-04-29,102,1,1,52,52,2763.56,143705.0,0.0,143705.0,2217.77,115324.17,28380.83,11,1,1,Completed,0
SO00281,202504,2025-04-11,2025-04-20,2025-04-20,102,2,1,44,44,2715.48,123176.29,3695.29,119481.0,2263.18,99579.97,19901.03,9,1,1,Completed,15
SO00282,202504,2025-04-10,2025-04-20,2025-04-20,101,2,3,61,61,2708.38,170320.62,5109.62,165211.0,1867.14,113895.63,51315.37,10,1,1,Completed,15
SO00283,202504,2025-04-15,2025-04-27,2025-04-27,101,3,3,36,36,2738.36,108330.77,9749.77,98581.0,1843.5,66366.06,32214.94,12,1,1,Completed,30
SO00284,202504,2025-04-21,2025-04-27,2025-04-27,101,1,3,33,33,2873.79,94835.0,0.0,94835.0,1802.39,59478.95,35356.05,6,1,1,Completed,0
SO00285,202505,2025-05-07,2025-05-13,2025-05-13,101,3,3,46,46,2678.17,135380.22,12184.22,123196.0,1829.63,84162.99,39033.01,6,1,1,Completed,30
SO00286,202505,2025-05-20,2025-05-29,2025-05-29,102,1,2,36,36,2747.08,98895.0,0.0,98895.0,2254.72,81170.08,17724.92,9,1,1,Completed,0
SO00287,202505,2025-05-19,2025-05-27,2025-05-27,101,3,2,43,43,2746.21,129765.93,11678.93,118087.0,1871.36,80468.33,37618.67,8,1,1,Completed,30
SO00288,202505,2025-05-12,2025-05-18,2025-05-18,102,2,3,42,42,2708.21,117262.89,3517.89,113745.0,2263.24,95056.18,18688.82,6,1,1,Completed,15
SO00289,202505,2025-05-16,2025-05-28,2025-05-28,102,2,3,33,33,2711.24,92238.14,2767.14,89471.0,2254.09,74384.93,15086.07,12,1,1,Completed,15
SO00290,202505,2025-05-20,2025-05-27,2025-05-27,102,3,1,53,53,2748.75,160092.31,14408.31,145684.0,2238.44,118637.39,27046.61,7,1,1,Completed,30
SO00291,202505,2025-05-04,2025-05-11,2025-05-11,101,2,2,32,32,2912.72,96089.69,2882.69,93207.0,1823.72,58358.92,34848.08,7,1,1,Completed,15
SO00292,202505,2025-05-20,2025-05-29,2025-05-29,102,1,2,51,51,2730.06,139233.0,0.0,139233.0,2285.86,116579.05,22653.95,9,1,1,Completed,0
SO00293,202505,2025-05-16,2025-05-23,2025-05-23,101,3,2,48,48,2725.0,143736.26,12936.26,130800.0,1833.76,88020.66,42779.34,7,1,1,Completed,30
SO00294,202505,2025-05-12,2025-05-23,2025-05-23,102,1,3,43,43,2809.0,120787.0,0.0,120787.0,2254.57,96946.59,23840.41,11,1,1,Completed,0
SO00295,202505,2025-05-22,2025-05-29,2025-05-29,101,2,1,46,46,2675.63,126885.57,3806.57,123079.0,1863.56,85723.63,37355.37,7,1,1,Completed,15
SO00296,202505,2025-05-16,2025-05-23,2025-05-23,102,3,2,29,29,2661.07,84803.3,7632.3,77171.0,2282.46,66191.25,10979.75,7,1,1,Completed,30
SO00297,202505,2025-05-11,2025-05-19,2025-05-19,102,3,4,49,49,2875.92,154857.14,13937.14,140920.0,2261.63,110819.95,30100.05,8,1,1,Completed,30
SO00298,202505,2025-05-09,2025-05-18,2025-05-18,102,3,1,32,32,2754.12,96848.35,8716.35,88132.0,2278.37,72907.7,15224.3,9,1,1,Completed,30
SO00299,202505,2025-05-24,2025-06-03,2025-06-03,101,3,2,29,29,2956.59,94220.88,8479.88,85741.0,1853.49,53751.32,31989.68,10,1,1,Completed,30
SO00300,202505,2025-05-06,2025-05-18,2025-05-18,102,3,2,45,45,2667.33,131901.1,11871.1,120030.0,2279.35,102570.96,17459.04,12,1,1,Completed,30
SO00301,202505,2025-05-12,2025-05-23,2025-05-23,102,3,1,36,36,2979.31,117862.64,10607.64,107255.0,2295.72,82646.03,24608.97,11,1,1,Completed,30
SO00302,202505,2025-05-15,2025-05-24,2025-05-26,101,3,1,42,42,2684.4,123895.6,11150.6,112745.0,1824.85,76643.86,36101.14,11,0,1,Completed,30
SO00303,202505,2025-05-13,2025-05-20,2025-05-20,101,3,2,51,51,2622.8,146992.31,13229.31,133763.0,1835.76,93623.64,40139.36,7,1,1,Completed,30
SO00304,202506,2025-06-06,2025-06-18,2025-06-18,101,1,2,26,26,2558.65,66525.0,0.0,66525.0,1822.59,47387.32,19137.68,12,1,1,Completed,0
SO00305,202506,2025-06-21,2025-06-29,2025-06-29,101,3,2,28,28,2846.57,87586.81,7882.81,79704.0,1799.9,50397.11,29306.89,8,1,1,Completed,30
SO00306,202506,2025-06-10,2025-06-20,2025-06-20,102,2,3,64,64,2650.09,174851.55,5245.55,169606.0,1960.83,125493.05,44112.95,10,1,1,Completed,15
SO00307,202506,2025-06-22,2025-06-28,2025-06-28,101,1,1,48,48,2646.0,127008.0,0.0,127008.0,1816.99,87215.54,39792.46,6,1,1,Completed,0
SO00308,202506,2025-06-21,2025-07-03,2025-07-03,101,2,2,28,28,2748.5,79338.14,2380.14,76958.0,1861.36,52118.03,24839.97,12,1,1,Completed,15
SO00309,202506,2025-06-13,2025-06-19,2025-06-20,102,3,3,52,52,2905.71,166040.66,14943.66,151097.0,2247.69,116879.87,34217.13,7,0,1,Completed,30
SO00310,202506,2025-06-22,2025-07-04,2025-07-04,102,2,4,61,61,2704.82,170096.91,5102.91,164994.0,2197.0,134017.12,30976.88,12,1,1,Completed,15
SO00311,202506,2025-06-17,2025-06-25,2025-06-25,102,3,4,32,32,2715.34,95484.62,8593.62,86891.0,2246.24,71879.53,15011.47,8,1,1,Completed,30
SO00312,202506,2025-06-10,2025-06-17,2025-06-17,101,3,4,36,36,2902.94,114841.76,10335.76,104506.0,1836.44,66111.99,38394.01,7,1,1,Completed,30
SO00313,202506,2025-06-17,2025-06-29,2025-06-29,102,3,3,48,48,2737.48,144394.51,12995.51,131399.0,2239.24,107483.44,23915.56,12,1,1,Completed,30
SO00314,202506,2025-06-10,2025-06-21,2025-06-21,101,3,1,45,45,2728.62,134931.87,12143.87,122788.0,1827.27,82227.31,40560.69,11,1,1,Completed,30
SO00315,202506,2025-06-11,2025-06-22,2025-06-22,101,3,4,59,59,2849.46,184745.05,16627.05,168118.0,1868.79,110258.55,57859.45,11,1,1,Completed,30
SO00316,202506,2025-06-24,2025-07-04,2025-07-04,101,2,3,52,52,2862.25,153440.21,4603.21,148837.0,1850.8,96241.7,52595.3,10,1,1,Completed,15
SO00317,202506,2025-06-21,2025-06-27,2025-06-27,102,3,3,53,53,2814.06,163895.6,14750.6,149145.0,2293.82,121572.58,27572.42,6,1,1,Completed,30
SO00318,202506,2025-06-13,2025-06-19,2025-06-19,101,3,1,44,44,2782.89,134557.14,12110.14,122447.0,1851.39,81461.33,40985.67,6,1,1,Completed,30
SO00319,202506,2025-06-09,2025-06-20,2025-06-20,102,3,2,47,47,2670.57,137930.77,12413.77,125517.0,2263.12,106366.81,19150.19,11,1,1,Completed,30
SO00320,202506,2025-06-23,2025-06-29,2025-06-29,101,1,1,38,38,2846.03,108149.0,0.0,108149.0,1839.81,69912.9,38236.1,6,1,1,Completed,0
SO00321,202506,2025-06-16,2025-06-27,2025-06-27,101,1,3,37,37,2656.86,98304.0,0.0,98304.0,1859.68,68808.05,29495.95,11,1,1,Completed,0
